,Date,Cities,Lat,Lon,Cloudiness(%),Max Temp,Wind Speed,Country,Humidity
102,01/26/21,atbasar,51.8,68.3333,97,28.741999999999997,6.34,KZ,97
103,01/26/21,katsuura,35.1333,140.3,75,46.99400000000007,1.54,KZ,93
104,01/26/21,roma,43.2128,-75.4557,90,28.4,6.17,KZ,74
105,01/26/21,saint-philippe,-21.3585,55.7679,0,77.0,2.57,KZ,65
106,01/26/21,nemuro,43.3236,145.575,100,31.424000000000014,10.36,KZ,99
107,01/26/21,ponta delgada,37.7333,-25.6667,75,62.6,8.75,KZ,94
108,01/26/21,puerto ayora,-0.7393,-90.3518,56,78.00800000000001,3.13,KZ,93
109,01/26/21,muisne,0.6,-80.0333,99,78.47600000000008,4.09,KZ,84
110,01/26/21,barrow,71.2906,-156.7887,1,-12.99999999999995,3.09,KZ,77
111,01/26/21,santa helena de goias,-17.8136,-50.5969,96,76.80200000000008,1.32,KZ,75
112,01/26/21,salalah,17.0151,54.0924,0,68.0,1.03,KZ,68
113,01/26/21,byron bay,-28.65,153.6167,9,80.6,2.06,KZ,74
114,01/26/21,lavrentiya,65.5833,-171.0,55,-3.837999999999944,2.01,KZ,87
115,01/26/21,manturovo,58.3353,44.7619,100,29.156000000000027,3.89,KZ,98
116,01/26/21,chokurdakh,70.6333,147.9167,99,-29.63199999999997,2.87,KZ,81
117,01/26/21,broome,42.2506,-75.833,90,28.004000000000055,6.17,KZ,86
118,01/26/21,ingham,42.6,-84.3833,90,28.4,5.14,KZ,80
119,01/26/21,yerbogachen,61.2767,108.0108,88,-43.41999999999996,0.55,KZ,80
120,01/26/21,los llanos de aridane,28.6585,-17.9182,0,64.4,4.63,KZ,72
121,01/26/21,pevek,69.7008,170.3133,42,-30.135999999999967,0.97,KZ,85
122,01/26/21,gorele,41.0308,39.0031,0,66.2,5.14,KZ,22
123,01/26/21,tutoia,-2.7619,-42.2744,100,79.64600000000004,4.19,KZ,84
124,01/26/21,yulara,-25.2406,130.9889,75,75.2,4.12,KZ,83
125,01/26/21,komsomolskiy,40.4272,71.7189,12,24.8,2.06,KZ,68
126,01/26/21,thompson,55.7435,-97.8558,75,-5.799999999999947,1.03,KZ,71
127,01/26/21,akdepe,42.0551,59.3788,0,15.8,3.09,KZ,86
128,01/26/21,hithadhoo,-0.6,73.0833,91,79.61000000000008,5.18,KZ,81
129,01/26/21,roald,62.5833,6.1333,75,32.0,3.09,KZ,93
130,01/26/21,seoul,37.5683,126.9778,0,33.8,1.03,KZ,74
131,01/26/21,avarua,-21.2078,-159.775,20,86.0,8.23,KZ,66
132,01/26/21,souillac,-20.5167,57.5167,20,73.4,2.57,KZ,88
133,01/26/21,lagoa,39.05,-27.9833,100,62.34800000000003,17.92,KZ,87
134,01/26/21,dikson,73.5069,80.5464,100,-24.663999999999987,2.81,KZ,85
135,01/26/21,gotsu,35.0,132.2167,81,49.838000000000044,6.14,KZ,77
136,01/26/21,coquimbo,-29.9533,-71.3436,75,64.4,4.63,KZ,77
137,01/26/21,port hardy,50.6996,-127.4199,75,44.6,11.32,KZ,70
138,01/26/21,conceicao do araguaia,-8.2578,-49.2647,100,78.11600000000001,1.42,KZ,83
139,01/26/21,kenai,60.5544,-151.2583,1,19.004000000000055,3.4,KZ,85
140,01/26/21,imeni poliny osipenko,52.4201,136.4853,100,-12.11799999999998,4.79,KZ,89
141,01/26/21,buchanan,5.8808,-10.0467,40,77.0,3.43,KZ,94
142,01/26/21,belmonte,-15.8631,-38.8828,20,78.8,4.12,KZ,73
143,01/26/21,constitucion,-35.3333,-72.4167,0,64.058,7.53,KZ,56
144,01/26/21,muros,42.7762,-9.0603,100,57.992,0.45,KZ,96
145,01/26/21,port blair,11.6667,92.75,3,76.82000000000006,3.5,KZ,84
146,01/26/21,vila franca do campo,37.7167,-25.4333,75,62.6,8.75,KZ,94
147,01/26/21,peniche,39.3558,-9.3811,100,59.0,4.02,KZ,95
148,01/26/21,beringovskiy,63.05,179.3167,99,-7.851999999999975,6.7,KZ,90
149,01/26/21,vardo,70.3705,31.1107,75,26.6,13.89,KZ,86
150,01/26/21,omsukchan,62.5333,155.8,100,-27.417999999999985,2.05,KZ,83
151,01/26/21,qaanaaq,77.484,-69.3632,0,-15.213999999999984,3.32,KZ,65
152,01/26/21,tchaourou,8.8865,2.5975,100,78.31400000000004,2.57,KZ,18
153,01/26/21,port alfred,-33.5906,26.891,90,69.00800000000001,0.45,KZ,95
154,01/26/21,gold coast,-28.0,153.4333,6,82.00400000000005,3.6,KZ,69
155,01/26/21,castro,-24.7911,-50.0119,100,67.38800000000005,1.59,KZ,91
156,01/26/21,gazli,40.1333,63.45,0,31.891999999999996,3.71,KZ,94
157,01/26/21,waddan,29.1614,16.139,0,55.67000000000006,9.42,KZ,71
158,01/26/21,masindi,1.6744,31.715,93,75.434,1.71,KZ,45
159,01/26/21,yaan,7.3833,8.5667,51,79.82600000000009,0.32,KZ,16
160,01/26/21,saldanha,-33.0117,17.9442,9,64.4,5.14,KZ,77
161,01/26/21,tecoanapa,16.5167,-98.75,0,82.77800000000006,4.54,KZ,63
162,01/26/21,bani walid,31.7566,13.9942,7,50.360000000000085,5.11,KZ,62
163,01/26/21,victoria,22.2855,114.1577,8,64.00400000000005,0.89,KZ,82
164,01/26/21,cidreira,-30.1811,-50.2056,70,76.94600000000005,5.16,KZ,86
165,01/26/21,mar del plata,-38.0023,-57.5575,0,75.2,1.54,KZ,83
166,01/26/21,oistins,13.0667,-59.5333,40,78.8,6.69,KZ,69
167,01/26/21,shache,38.4167,77.2406,0,20.42600000000009,1.15,KZ,86
168,01/26/21,amahai,-3.3333,128.9167,99,86.0,0.89,KZ,78
169,01/26/21,urgut,39.4022,67.2431,0,30.2,3.09,KZ,80
170,01/26/21,pochutla,15.7432,-96.4661,0,89.00600000000003,2.68,KZ,44
171,01/26/21,vila velha,-20.3297,-40.2925,20,80.6,6.17,KZ,74
172,01/26/21,vilyuysk,63.7553,121.6247,72,-52.61799999999998,1.68,KZ,76
173,01/26/21,alice springs,-23.7,133.8833,40,77.0,4.12,KZ,83
174,01/26/21,guerrero negro,27.9769,-114.0611,0,61.483999999999995,8.37,KZ,48
175,01/26/21,east london,-33.0153,27.9116,100,74.408,4.77,KZ,79
176,01/26/21,zabol,32.25,67.25,0,30.02000000000006,0.97,KZ,73
177,01/26/21,vostok,46.4856,135.8833,100,8.726000000000091,1.69,KZ,96
178,01/26/21,shieli,44.1667,66.75,0,19.43600000000007,2.73,KZ,89
179,01/26/21,hofn,64.2539,-15.2082,50,25.664000000000033,11.5,KZ,89
180,01/26/21,alofi,-19.0595,-169.9187,100,80.6,5.14,KZ,83
181,01/26/21,rawson,-43.3002,-65.1023,81,64.68800000000005,6.52,KZ,43
182,01/26/21,dorado,18.4588,-66.2677,40,78.8,6.69,KZ,73
183,01/26/21,margate,51.3813,1.3862,100,39.992,2.68,KZ,87
184,01/26/21,muroto,33.2833,134.15,75,55.4,7.72,KZ,71
185,01/26/21,sacama,-3.9,-79.2667,99,59.48600000000007,0.88,KZ,78
186,01/26/21,khatanga,71.9667,102.5,51,-24.771999999999935,3.65,KZ,82
187,01/26/21,sellye,48.1513,17.8806,97,33.998000000000026,1.79,KZ,87
188,01/26/21,tautira,-17.7333,-149.15,75,82.4,2.06,KZ,61
189,01/26/21,airai,-8.9266,125.4092,99,60.044000000000075,1.37,KZ,100
190,01/26/21,xalpatlahuac,17.4667,-98.6167,0,78.22400000000002,1.52,KZ,39
191,01/26/21,grootfontein,-19.5667,18.1167,88,68.0,2.06,KZ,83
192,01/26/21,uruzgan,32.8333,66.0,0,32.81000000000008,2.41,KZ,69
193,01/26/21,nantucket,41.2835,-70.0995,90,33.008,2.57,KZ,93
194,01/26/21,cabedelo,-6.9811,-34.8339,20,80.6,5.14,KZ,78
195,01/26/21,naryan-mar,67.6713,53.087,100,-18.39999999999995,4.79,KZ,84
196,01/26/21,alihe,50.5667,123.7167,77,-15.681999999999967,2.1,KZ,83
197,01/26/21,eyl,7.9803,49.8164,38,72.24800000000002,6.22,KZ,75
198,01/26/21,grand gaube,-20.0064,57.6608,47,75.99199999999999,0.89,KZ,76
199,01/26/21,beni,0.5,29.4667,71,66.12800000000007,0.91,KZ,81
200,01/26/21,chapais,49.7834,-74.8492,90,15.8,1.14,KZ,79
201,01/26/21,praia,14.9215,-23.5087,0,73.4,5.66,KZ,49
202,01/26/21,uarini,-2.99,-65.1083,100,78.53000000000004,0.76,KZ,94
203,01/26/21,andros town,24.7,-77.7667,0,77.05400000000006,4.85,KZ,75
204,01/26/21,avera,33.194,-82.5271,90,69.8,2.57,KZ,70
205,01/26/21,dangara,29.6799,75.8931,0,46.65200000000008,1.59,KZ,54
206,01/26/21,varna,43.2167,27.9167,90,33.8,7.2,KZ,93
207,01/26/21,cachoeirinha,-29.9511,-51.0939,75,77.0,2.57,KZ,100
208,01/26/21,karratha,-20.7377,116.8463,11,83.73200000000001,5.73,KZ,25
209,01/26/21,nizhniy kuranakh,58.8353,125.4869,100,-35.17599999999993,0.7,KZ,80
210,01/26/21,sicuani,-14.2694,-71.2261,63,59.162000000000056,2.26,KZ,49
211,01/26/21,san cristobal,7.7669,-72.225,24,76.38800000000005,1.71,KZ,54
212,01/26/21,panjab,34.388,67.0233,0,0.26600000000005863,1.21,KZ,46
213,01/26/21,hamilton,39.1834,-84.5333,90,44.99600000000005,5.14,KZ,76
214,01/26/21,xichang,27.8964,102.2634,0,39.110000000000085,0.6,KZ,72
215,01/26/21,caucaia,-3.7361,-38.6531,75,82.4,3.09,KZ,74
216,01/26/21,chumikan,54.7183,135.315,100,-10.245999999999945,2.75,KZ,90
217,01/26/21,mrakovo,52.7161,56.6244,100,27.140000000000022,4.21,KZ,97
218,01/26/21,oktyabrskoye,43.0645,44.7417,78,24.8,4.0,KZ,93
219,01/26/21,vera cruz,-12.6333,-41.0333,94,75.63200000000002,2.46,KZ,64
220,01/26/21,sistranda,63.7256,8.834,40,37.4,8.23,KZ,65
221,01/26/21,herndon,38.9696,-77.3861,90,37.4,1.54,KZ,93
222,01/26/21,bordighera,43.7806,7.6645,0,42.998000000000026,5.66,KZ,52
223,01/26/21,chumphon,10.3333,98.8333,94,69.09800000000003,0.8,KZ,100
224,01/26/21,kavieng,-2.5744,150.7967,100,84.05600000000003,4.16,KZ,74
225,01/26/21,bullhead city,35.1478,-114.5683,90,51.998000000000026,2.57,KZ,61
226,01/26/21,nadym,65.5333,72.5167,94,-26.895999999999944,4.35,KZ,86
227,01/26/21,port moresby,-9.4431,147.1797,40,80.6,4.63,KZ,83
228,01/26/21,umm kaddadah,13.6017,26.6876,18,67.64000000000001,4.91,KZ,22
229,01/26/21,najran,17.4924,44.1277,0,55.4,0.9,KZ,44
230,01/26/21,kieta,-6.2167,155.6333,100,83.10200000000007,3.65,KZ,75
231,01/26/21,uvat,59.1433,68.8953,100,30.38000000000004,4.99,KZ,98
232,01/26/21,marzuq,14.4,46.4667,28,56.48000000000004,0.97,KZ,35
233,01/26/21,nome,64.5011,-165.4064,90,14.0,1.42,KZ,85
234,01/26/21,soderhamn,61.3037,17.0592,77,12.991999999999997,1.34,KZ,86
235,01/26/21,west wendover,40.7391,-114.0733,1,33.8,4.12,KZ,69
236,01/26/21,ahuimanu,21.4447,-157.8378,90,78.8,4.12,KZ,65
237,01/26/21,ternate,0.8,127.4,100,79.142,2.61,KZ,79
238,01/26/21,kipini,-2.5257,40.5262,1,77.0,2.06,KZ,88
239,01/26/21,manokwari,-0.8667,134.0833,100,76.98200000000001,2.33,KZ,84
240,01/26/21,ixtapa,20.7,-105.2,21,73.00400000000005,3.58,KZ,74
241,01/26/21,aklavik,68.2191,-135.0107,68,-11.199999999999946,1.54,KZ,77
242,01/26/21,maceio,-9.6658,-35.7353,75,78.8,4.63,KZ,78
243,01/26/21,urusha,54.05,122.9,100,-20.775999999999932,2.81,KZ,85
244,01/26/21,burgeo,47.6167,-57.6152,25,32.54000000000002,7.74,KZ,91
245,01/26/21,dunedin,-45.8742,170.5036,81,71.02400000000002,3.55,KZ,47
246,01/26/21,cabo san lucas,22.8909,-109.9124,89,69.00800000000001,2.24,KZ,59
247,01/26/21,dongli,23.5656,116.8194,7,57.2,1.0,KZ,88
248,01/26/21,minden,52.2833,8.9167,75,35.99600000000005,3.6,KZ,93
249,01/26/21,mumbwa,-14.9783,27.0619,99,63.08600000000007,2.33,KZ,94
250,01/26/21,severo-kurilsk,50.6789,156.125,82,24.782000000000018,10.37,KZ,95
251,01/26/21,tahta,26.7693,31.5021,0,51.8,3.09,KZ,62
252,01/26/21,baruun-urt,46.6806,113.2792,58,-14.619999999999962,3.63,KZ,82
253,01/26/21,nishihara,26.1842,127.7558,75,66.2,7.72,KZ,77
254,01/26/21,adana,36.985,35.2881,0,50.0,1.54,KZ,62
255,01/26/21,schoneiche,52.4667,13.6833,75,35.00600000000003,4.63,KZ,80
256,01/26/21,tenerife,9.9003,-74.859,14,95.01800000000009,0.97,KZ,34
257,01/26/21,batagay,67.6333,134.6333,13,-49.10799999999995,0.5,KZ,73
258,01/26/21,kohima,25.6667,94.1167,0,45.662000000000056,1.14,KZ,89
259,01/26/21,yekaterinovka,52.0508,44.3451,100,33.44000000000002,7.11,KZ,95
260,01/26/21,nador,35.174,-2.9287,0,64.4,5.66,KZ,72
261,01/26/21,correntina,-13.3433,-44.6367,31,79.82600000000009,1.78,KZ,54
262,01/26/21,verkhoshizhemye,58.011,49.1038,100,22.424000000000014,3.94,KZ,98
263,01/26/21,nikolayevka,53.1257,47.2041,100,30.704000000000054,5.41,KZ,98
264,01/26/21,sinop,41.7711,34.8709,100,46.31000000000008,7.67,KZ,76
265,01/26/21,marawi,7.9986,124.2928,100,73.99400000000007,0.44,KZ,94
266,01/26/21,alibag,18.6411,72.8792,97,69.8,1.54,KZ,73
267,01/26/21,mackay,-21.15,149.2,75,82.4,4.12,KZ,74
268,01/26/21,zdvinsk,54.7021,78.661,100,15.92600000000009,4.79,KZ,97
269,01/26/21,zhigansk,66.7697,123.3711,61,-49.719999999999956,3.75,KZ,75
270,01/26/21,nanortalik,60.1432,-45.2371,0,15.512000000000057,3.78,KZ,83
271,01/26/21,neede,52.1342,6.6139,99,37.99400000000007,1.34,KZ,92
272,01/26/21,jammalamadugu,14.8333,78.4,52,66.83000000000004,2.72,KZ,75
273,01/26/21,san vicente,-26.6167,-54.1333,95,72.06800000000008,2.21,KZ,94
274,01/26/21,patacamaya,-17.2333,-67.9167,32,60.40400000000005,7.35,KZ,32
275,01/26/21,sao desiderio,-12.3633,-44.9733,57,79.10600000000002,0.54,KZ,53
276,01/26/21,laguna,38.421,-121.4238,75,50.0,5.66,KZ,49
277,01/26/21,varhaug,58.6147,5.6457,34,24.998000000000026,1.03,KZ,100
278,01/26/21,semey,50.4111,80.2275,100,17.02400000000001,3.73,KZ,97
279,01/26/21,praia da vitoria,38.7333,-27.0667,100,62.99600000000005,3.13,KZ,89
280,01/26/21,izazi,-7.2,35.7333,92,69.99800000000002,1.03,KZ,80
281,01/26/21,maroantsetra,-15.4333,49.7333,100,77.82800000000006,1.12,KZ,82
282,01/26/21,bonavista,48.6499,-53.1147,100,33.8,3.09,KZ,86
283,01/26/21,baiima,8.1,-11.85,0,75.90200000000007,1.35,KZ,83
284,01/26/21,sao luis de montes belos,-16.525,-50.3722,100,74.12000000000006,1.25,KZ,85
285,01/26/21,luderitz,-26.6481,15.1594,55,67.64000000000001,11.4,KZ,61
286,01/26/21,katangli,51.7102,143.2326,100,1.6520000000000792,3.46,KZ,94
287,01/26/21,kpandae,8.4689,-0.0113,14,83.08399999999999,0.91,KZ,20
288,01/26/21,ocean city,39.2776,-74.5746,90,42.998000000000026,4.63,KZ,93
289,01/26/21,keelung,25.1283,121.7419,75,64.4,5.66,KZ,88
290,01/26/21,lawton,34.6087,-98.3903,1,44.6,3.6,KZ,49
291,01/26/21,buzmeyin,38.0507,58.2056,0,28.4,1.22,KZ,93
292,01/26/21,sayanogorsk,53.0875,91.3997,100,-6.897999999999975,0.8,KZ,86
293,01/26/21,disraeli,45.9001,-71.3491,39,21.002000000000077,2.74,KZ,76
294,01/26/21,marsa matruh,31.3525,27.2453,0,60.8,5.14,KZ,36
295,01/26/21,vestmannaeyjar,63.4427,-20.2734,100,32.378000000000064,9.96,KZ,87
296,01/26/21,pandan,14.0453,124.1694,97,78.31400000000004,4.76,KZ,87
297,01/26/21,ahipara,-35.1667,173.1667,1,73.25600000000003,1.13,KZ,65
298,01/26/21,te anau,-45.4167,167.7167,99,64.292,4.68,KZ,73
299,01/26/21,hami,42.8,93.45,2,17.618000000000087,2.12,KZ,81
300,01/26/21,taveta,-3.3963,37.6736,1,69.15200000000007,2.06,KZ,70
301,01/26/21,mayumba,-3.432,10.6554,96,78.54800000000003,1.84,KZ,85
302,01/26/21,norman wells,65.282,-126.8329,75,-18.39999999999995,1.54,KZ,76
303,01/26/21,denpasar,-8.65,115.2167,40,78.8,8.75,KZ,89
304,01/26/21,katobu,-4.9408,122.5276,100,75.75800000000001,1.59,KZ,90
305,01/26/21,taywarah,33.35,64.4167,2,20.3,0.33,KZ,63
306,01/26/21,le port,-20.9373,55.2919,0,73.4,2.57,KZ,88
307,01/26/21,ust-tsilma,65.441,52.1498,100,-3.423999999999964,3.23,KZ,91
308,01/26/21,ourem,39.6417,-8.5919,98,60.008,1.32,KZ,95
309,01/26/21,nova granada,-20.5339,-49.3142,20,87.8,4.12,KZ,40
310,01/26/21,caravelas,-17.7125,-39.2481,98,77.37800000000007,3.18,KZ,78
311,01/26/21,iroquois falls,48.7669,-80.6831,75,8.600000000000001,5.14,KZ,78
312,01/26/21,alyangula,-13.8483,136.4192,99,84.2,3.6,KZ,84
313,01/26/21,lac du bonnet,50.2536,-96.0612,99,-11.991999999999948,2.24,KZ,100
314,01/26/21,bathsheba,13.2167,-59.5167,40,78.8,6.69,KZ,69
315,01/26/21,kulhudhuffushi,6.6221,73.07,100,80.74400000000007,3.24,KZ,58
316,01/26/21,ponta do sol,32.6667,-17.1,31,57.992,0.89,KZ,69
317,01/26/21,ugoofaaru,5.6667,73.0,100,81.01400000000004,3.65,KZ,60
318,01/26/21,granadilla de abona,28.1188,-16.576,20,64.99400000000007,5.14,KZ,72
319,01/26/21,falavarjan,32.5553,51.5097,0,21.2,1.03,KZ,35
320,01/26/21,ornskoldsvik,63.2909,18.7153,85,10.399999999999999,2.06,KZ,92
321,01/26/21,nampula,-15.1165,39.2666,40,73.4,1.03,KZ,94
322,01/26/21,terney,45.0503,136.6092,94,25.160000000000082,8.43,KZ,88
323,01/26/21,kovrov,56.3572,41.3192,100,33.008,4.92,KZ,94
324,01/26/21,kahului,20.8947,-156.47,1,80.6,10.29,KZ,57
325,01/26/21,jawhar,2.7809,45.5005,67,73.41800000000009,6.07,KZ,81
326,01/26/21,hasaki,35.7333,140.8333,75,44.99600000000005,1.54,KZ,93
327,01/26/21,manaure,11.7751,-72.4445,89,84.45200000000008,10.2,KZ,56
328,01/26/21,ayacucho,-13.1583,-74.2239,91,69.908,1.49,KZ,41
